23/12/2021 10:13:00 , mesenchymal , 1646
23/12/2021 10:18:03 , allogenic mesenchymal , 422
23/12/2021 10:24:16 , autologous mesenchymal , 440
23/12/2021 10:25:35 , iPSC , 119
23/12/2021 10:26:59 , iPSCs , 119
23/12/2021 10:30:06 , genetic engineering , 266

23/12/2021 12:23:08 , mesenchymal , 1646
23/12/2021 12:27:45 , allogenic mesenchymal , 422
23/12/2021 12:32:41 , autologous mesenchymal , 440
23/12/2021 12:34:03 , iPSC , 119
23/12/2021 12:37:01 , genetic engineering , 266
